id,mission_id,enemy_team_id,ally_team_id
1,1,0,0
2,1,0,0
3,1,220,0
4,1,0,0
5,1,0,0
6,1,221,0
7,1,222,0
9,2,0,0
10,2,223,0
11,2,224,0
12,2,0,0
13,2,225,0
14,2,226,0
15,2,227,0
16,2,228,0
17,2,229,0
18,2,230,0
19,2,0,0
20,2,0,0
21,2,231,0
22,2,0,0
23,2,232,0
24,2,0,0
25,2,233,0
26,3,0,0
27,3,0,0
28,3,0,0
29,3,0,0
30,3,234,0
31,3,235,0
32,3,0,0
33,3,0,0
34,3,236,0
35,3,0,0
36,3,237,0
37,3,0,0
38,3,0,0
39,3,0,0
40,3,0,0
41,3,238,0
42,3,239,0
43,3,0,0
44,3,0,0
45,3,240,0
46,3,0,0
47,3,241,0
48,3,242,0
49,4,0,0
50,4,0,0
51,4,0,0
52,4,0,0
53,4,0,0
54,4,0,0
55,4,243,0
56,4,0,0
57,4,244,0
58,4,245,0
59,4,246,0
60,4,247,0
61,4,248,0
62,4,249,0
63,4,250,0
64,4,251,0
65,4,0,0
66,0,33,0
67,0,34,0
68,4,252,0
69,4,253,0
70,4,254,0
71,4,255,0
72,4,256,0
73,4,257,0
74,0,40,0
75,0,41,0
76,0,0,0
77,4,258,0
78,4,0,0
79,4,0,0
80,4,0,0
82,4,0,0
83,4,260,0
84,4,259,0
85,4,0,0
86,4,0,0
87,4,0,0
88,5,0,0
89,5,0,0
90,5,1,0
91,5,0,0
92,6,0,0
93,6,0,0
94,6,3,0
95,6,4,0
96,6,5,0
97,6,0,0
98,6,6,0
99,7,0,0
100,7,0,0
101,7,7,0
102,7,0,0
103,7,0,0
104,7,8,0
105,7,9,0
106,7,0,0
107,7,10,0
108,8,0,0
109,8,0,0
110,8,0,0
111,8,0,0
112,8,0,0
113,8,11,0
114,8,0,0
115,8,0,0
116,8,12,0
117,8,13,0
118,8,14,0
119,9,0,0
120,9,0,0
121,9,0,0
122,9,0,0
123,9,0,0
124,9,0,0
125,9,0,0
126,9,15,0
127,9,16,0
128,9,17,0
129,9,18,0
130,9,0,0
131,9,19,0
132,9,20,0
133,10,0,0
134,10,0,0
135,10,21,0
136,10,0,0
137,10,0,0
138,10,22,0
139,10,0,0
140,10,23,0
141,10,24,0
142,10,0,0
143,0,0,0
144,10,25,0
145,10,26,0
146,10,0,0
147,10,27,0
148,10,0,0
149,10,28,0
150,0,0,0
151,11,0,0
152,11,0,0
153,11,29,0
154,11,0,0
155,11,0,0
156,11,30,0
157,11,31,0
158,11,0,0
159,11,32,0
160,12,0,0
161,12,0,0
162,12,0,0
163,12,0,0
164,12,0,0
165,12,33,0
166,12,0,0
167,12,0,0
168,12,34,0
169,12,35,0
170,12,36,0
171,13,0,0
172,13,0,0
173,13,0,0
174,13,0,0
175,13,0,0
176,13,0,0
177,13,0,0
178,13,37,0
179,13,38,0
180,13,39,0
181,13,40,0
182,13,0,0
183,13,41,0
184,13,42,0
185,14,0,0
186,14,0,0
187,14,43,0
188,14,0,0
189,14,0,0
190,14,44,0
191,14,0,0
192,14,45,0
193,14,46,0
194,14,0,0
195,0,0,0
196,14,47,0
197,14,48,0
198,14,0,0
199,14,49,0
200,14,0,0
201,14,50,0
202,15,0,0
203,15,0,0
204,15,51,0
205,15,0,0
206,15,51,0
207,15,0,0
208,15,52,0
209,15,54,0
210,16,0,0
211,16,0,0
212,16,55,0
213,16,0,0
214,16,56,0
215,16,57,0
216,16,0,0
217,16,0,0
218,16,0,0
219,16,58,0
220,17,0,0
221,17,0,0
222,17,0,0
223,17,59,0
224,17,60,0
225,17,61,0
226,17,62,0
227,17,0,0
228,17,63,0
229,17,64,0
230,17,65,0
231,17,0,0
232,17,66,0
233,18,0,0
234,18,0,0
235,18,0,0
236,18,0,0
237,18,0,0
238,18,0,0
239,18,67,0
240,18,0,0
241,18,68,0
242,18,69,0
243,18,70,0
244,18,71,0
245,19,0,0
246,19,0,0
247,19,72,0
248,19,0,0
249,19,73,0
250,19,74,0
251,19,0,0
252,19,75,0
253,19,0,0
254,19,0,0
255,19,76,0
256,19,0,0
257,19,77,0
258,19,0,0
259,19,78,0
260,20,0,0
261,20,0,0
262,20,0,0
263,20,79,0
264,20,80,0
265,20,0,0
266,20,0,0
267,20,0,0
268,20,0,0
269,20,0,0
270,20,81,0
271,20,82,0
272,20,83,0
273,20,0,0
274,20,0,0
275,20,84,0
276,20,85,0
277,21,0,0
278,21,0,0
279,21,0,0
280,21,86,0
281,21,87,0
282,21,88,0
283,21,89,0
284,21,0,0
285,21,90,0
286,21,91,0
287,21,92,0
288,21,0,0
289,21,93,0
290,22,0,0
291,22,0,0
292,22,94,0
293,22,0,0
294,22,0,0
295,22,95,0
296,22,96,0
297,22,0,0
298,22,97,0
299,22,98,0
300,22,99,0
301,22,100,0
302,23,0,0
303,23,0,0
304,23,101,0
305,23,102,0
306,23,103,0
307,23,104,0
308,23,0,0
309,23,105,0
310,23,0,0
311,23,106,0
312,23,107,0
313,23,0,0
314,23,108,0
315,23,0,0
316,23,109,0
317,24,0,0
318,24,0,0
319,24,0,0
320,24,110,0
321,24,111,0
322,24,0,0
323,24,0,0
324,24,0,0
325,24,0,0
326,24,0,0
327,24,112,0
328,24,115,0
329,24,114,0
330,24,0,0
331,24,0,0
332,24,113,0
333,24,116,0
346,15,0,0
347,15,53,0
348,25,0,0
349,25,0,0
350,25,0,0
351,25,117,0
352,25,0,0
353,25,117,0
354,25,118,0
355,25,117,0
356,25,119,0
357,25,118,0
358,26,0,0
359,26,120,0
360,26,0,0
361,26,120,0
362,26,0,0
363,26,121,0
364,26,0,0
365,26,121,0
366,26,0,0
367,26,122,0
368,26,123,0
369,26,123,0
370,26,0,0
371,27,124,0
372,27,0,0
373,27,127,0
374,27,0,0
375,27,126,0
376,27,127,0
377,27,126,0
378,27,0,0
379,27,127,0
380,27,0,0
381,27,125,0
382,27,0,0
383,27,125,0
384,27,0,0
385,28,0,0
386,28,128,0
387,28,0,0
388,28,128,0
389,28,0,0
390,28,128,0
391,28,0,0
392,28,129,0
393,28,130,0
394,28,132,0
395,28,131,0
396,28,0,0
397,28,132,0
398,29,0,0
399,29,133,0
400,29,134,0
401,29,0,0
402,29,136,0
403,29,0,0
404,29,0,0
405,29,134,0
406,29,133,0
407,29,137,0
408,29,135,0
409,29,0,0
410,29,135,0
411,29,137,0
412,29,0,0
413,29,136,0
414,29,137,0
415,30,0,0
416,30,0,0
417,30,143,0
418,30,0,0
419,30,138,0
420,30,141,0
421,30,0,0
422,30,0,0
423,30,143,0
424,30,142,0
425,30,139,0
426,30,142,0
427,30,0,0
428,30,141,0
429,30,140,0
430,30,141,0
431,30,0,0
432,30,0,0
433,30,143,0
434,30,140,0
435,30,142,0
436,30,141,0
437,30,144,0
438,31,145,0
439,31,0,0
440,31,143,0
441,31,144,0
442,31,0,0
443,31,143,0
444,31,144,0
445,31,0,0
446,31,144,0
447,31,0,0
448,31,0,0
449,31,0,0
450,31,0,0
451,31,143,0
452,32,0,0
453,32,0,0
454,32,146,0
455,32,148,0
456,32,0,0
457,32,146,0
458,32,0,0
459,32,148,0
460,32,147,0
461,32,148,0
462,32,149,0
463,32,0,0
464,32,150,0
465,33,0,0
466,33,151,0
467,33,0,0
468,33,155,0
469,33,151,0
470,33,153,0
471,33,0,0
472,33,152,0
473,33,152,0
474,33,0,0
475,33,155,0
476,33,153,0
477,33,0,0
478,33,155,0
479,33,0,0
480,33,154,0
481,33,155,0
482,34,0,0
483,34,0,0
484,34,156,0
485,34,158,0
486,34,156,0
487,34,0,0
488,34,159,0
489,34,0,0
490,34,159,0
491,34,0,0
492,34,157,0
493,34,0,0
494,34,0,0
495,34,159,0
496,34,158,0
497,34,0,0
498,34,0,0
499,34,0,0
500,34,158,0
501,34,158,0
502,34,0,0
503,34,159,0
504,34,156,0
505,35,0,0
506,35,0,0
507,35,160,0
508,35,162,0
509,35,161,0
510,35,162,0
511,35,0,0
512,35,163,0
513,35,0,0
514,35,0,0
515,35,163,0
516,35,0,0
517,36,164,0
518,36,166,0
519,36,165,0
520,36,0,0
521,36,0,0
522,36,0,0
523,36,0,0
524,36,0,0
525,36,167,0
526,36,166,0
527,36,167,0
528,37,0,0
529,37,0,0
530,37,169,0
531,37,0,0
532,37,0,0
533,37,170,0
534,37,0,0
535,37,170,0
536,37,0,0
537,37,0,0
538,37,168,0
539,37,0,0
540,37,169,0
541,37,170,0
542,37,169,0
543,37,171,0
544,37,171,0
545,38,0,0
546,38,172,0
547,38,0,0
548,38,173,0
549,38,0,0
550,38,173,0
551,38,174,0
552,38,174,0
553,38,0,0
554,38,0,0
555,38,0,0
556,38,175,0
557,38,177,0
558,38,176,0
559,38,176,0
560,38,0,0
561,38,0,0
562,39,0,0
563,39,0,0
564,39,177,0
565,39,0,0
566,39,178,0
567,39,179,0
568,39,0,0
569,39,179,0
570,39,181,0
571,39,0,0
572,39,180,0
573,39,180,0
574,39,0,0
575,39,181,0
576,39,0,0
577,39,0,0
578,39,182,0
579,39,0,0
580,39,182,0
581,39,183,0
582,40,0,0
583,40,0,0
584,40,0,0
585,40,0,0
586,40,186,0
587,40,0,0
588,40,184,0
589,40,0,0
590,40,0,0
591,40,0,0
592,40,186,0
593,40,0,0
594,40,185,0
595,40,187,0
596,40,188,0
597,40,189,0
598,40,189,0
599,40,190,0
600,40,191,0
601,40,188,0
602,40,190,0
603,40,191,0
604,40,192,0
605,40,187,0
606,40,0,0
607,40,193,0
608,39,0,0
609,41,0,0
610,41,194,0
611,41,195,0
612,41,0,0
613,41,196,0
614,41,0,0
615,41,195,0
616,41,0,0
617,41,0,0
618,41,195,0
619,41,194,0
620,41,0,0
621,41,195,0
622,41,196,0
623,41,194,0
624,41,196,0
625,41,197,0
626,42,0,0
627,42,198,0
628,42,200,0
629,42,0,0
630,42,0,0
631,42,199,0
632,42,0,0
633,42,200,0
634,42,0,0
635,42,201,0
636,42,0,0
637,42,201,0
638,42,200,0
639,42,202,0
640,42,201,0
641,42,0,0
642,42,0,0
643,43,0,0
644,43,0,0
645,43,203,0
646,43,0,0
647,43,204,0
648,43,0,0
649,43,0,0
650,43,205,0
651,43,204,0
652,43,205,0
653,43,206,0
654,43,206,0
655,43,0,0
656,43,207,0
657,43,0,0
658,43,0,0
659,43,208,0
660,43,208,0
661,43,208,0
662,43,209,0
663,43,0,0
664,44,0,0
665,44,0,0
666,44,212,0
667,44,0,0
668,44,213,0
669,44,0,0
670,44,210,0
671,44,0,0
672,44,212,0
673,44,0,0
674,44,211,0
675,44,0,0
676,44,212,0
677,44,213,0
678,44,214,0
679,44,215,0
680,44,212,0
681,44,213,0
682,44,214,0
683,44,215,0
684,44,216,0
685,44,217,0
686,44,218,0
687,44,0,0
688,44,0,0
689,44,219,0
690,45,0,0
691,45,0,0
692,45,312,0
693,45,314,0
694,45,313,0
695,45,0,0
696,45,316,0
697,45,0,0
698,45,315,0
699,45,317,0
700,45,0,0
701,45,0,0
702,45,318,0
703,45,319,0
704,45,320,0
705,45,0,0
706,45,321,0
707,46,322,0
708,46,0,0
709,46,323,0
710,46,0,0
711,46,324,0
712,46,0,0
713,46,0,0
714,46,326,0
715,46,325,0
716,46,0,0
717,46,0,0
718,46,328,0
719,46,329,0
720,46,0,0
721,46,0,0
722,46,327,0
723,46,0,0
724,46,330,0
725,46,331,0
726,47,0,0
727,47,341,0
728,47,0,0
729,47,340,0
730,47,0,0
731,47,0,0
732,47,343,0
733,47,0,0
734,47,0,0
735,47,342,0
736,47,339,0
737,47,336,0
738,47,337,0
739,47,338,0
740,47,0,0
741,47,332,0
742,47,0,0
743,47,335,0
744,47,0,0
745,47,0,0
746,47,0,0
747,47,333,0
748,47,334,0
749,48,0,0
750,48,349,0
751,48,0,0
752,48,345,0
753,48,0,0
754,48,350,0
755,48,0,0
756,48,0,0
757,48,346,0
758,48,346,0
759,48,348,0
760,48,0,0
761,48,345,0
762,48,347,0
763,48,353,0
764,48,352,0
765,48,354,0
766,48,344,0
767,48,0,0
768,48,351,0
769,48,0,0
770,48,0,0
771,48,0,0
772,48,0,0
773,48,352,0
774,48,0,0
775,48,0,0
776,49,363,0
777,49,365,0
778,49,364,0
779,49,362,0
780,49,0,0
781,49,358,0
782,49,0,0
783,49,0,0
784,49,359,0
785,49,0,0
786,49,361,0
787,49,0,0
788,49,0,0
789,49,0,0
790,49,0,0
791,49,0,0
792,49,0,0
793,49,360,0
794,49,0,0
795,49,354,0
796,49,356,0
797,49,357,0
798,49,355,0
799,49,0,0
800,49,0,0
801,49,0,0
802,49,0,0
803,50,0,0
804,50,0,0
805,50,0,0
806,50,368,0
807,50,0,0
808,50,366,0
809,50,373,0
810,50,369,0
811,50,0,0
812,50,367,0
813,50,0,0
814,50,368,0
815,50,373,0
816,50,0,0
817,50,0,0
818,50,372,0
819,50,0,0
820,50,0,0
821,50,0,0
822,50,375,0
823,50,0,0
824,50,374,0
825,50,371,0
826,50,377,0
827,50,370,0
828,50,375,0
829,50,376,0
830,50,0,0
831,50,367,0
832,51,0,0
833,51,0,0
834,51,0,0
835,51,387,0
836,51,381,0
837,51,382,0
838,51,386,0
839,51,0,0
840,51,0,0
841,51,0,0
842,51,385,0
843,51,384,0
844,51,380,0
845,51,385,0
846,51,0,0
847,51,378,0
848,51,0,0
849,51,0,0
850,51,0,0
851,51,0,0
852,51,383,0
853,51,379,0
854,51,385,0
855,52,0,0
856,52,389,0
857,52,0,0
858,52,392,0
859,52,393,0
860,52,395,0
861,52,393,0
862,52,392,0
863,52,0,0
864,52,394,0
865,52,396,0
866,52,0,0
867,52,390,0
868,52,398,0
869,52,399,0
870,52,397,0
871,52,391,0
872,52,388,0
873,52,0,0
874,52,0,0
875,52,0,0
876,52,393,0
877,52,0,0
878,52,0,0
879,52,389,0
