Datetime,Area ID,Area Boss,Remain Count,Capture Type,Capture Status,Sangvis ID,Sangvis Rank,Sangvis Name
2022-07-15 10:37:14,16,Alina,76,PULSE,O,3008,★,Prowler
2022-07-15 10:37:20,16,Alina,75,PULSE,O,2014,★★,Aegis_SWAP
2022-07-15 10:37:28,16,Alina,74,PULSE,O,2012,★★,Dragoon_SWAP
2022-08-27 16:27:12,15,Hunter,93,PULSE,X,2005,★★,Tarantula
2022-08-27 16:27:20,15,Hunter,92,PULSE,O,2011,★★,Prowler_SWAP
2022-08-27 16:49:28,15,Hunter,91,PULSE,O,3008,★,Prowler
2022-10-31 22:35:06,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,99,PULSE,O,3010,★,Goliath Factory
2022-10-31 22:35:12,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,98,PULSE,O,2008,★★,Guard_SWAP
2022-10-31 22:35:19,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,98,PULSE,X,2006,★★,Manticore
2022-10-31 22:35:24,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,97,PULSE,O,3009,★,Jaguar
2022-10-31 22:35:32,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,96,PULSE,O,3006,★,Dinergate
2022-10-31 22:35:39,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,95,PULSE,O,3004,★,Jaeger
2022-10-31 22:35:45,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,94,PULSE,O,3001,★,Ripper
2022-10-31 22:35:51,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,93,PULSE,O,3009,★,Jaguar
2022-10-31 22:36:31,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,92,PULSE,O,2011,★★,Prowler_SWAP
2022-10-31 22:36:39,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,91,PULSE,O,3006,★,Dinergate
2022-10-31 22:36:46,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,90,PULSE,O,3001,★,Ripper
2022-10-31 22:36:52,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,89,PULSE,O,3009,★,Jaguar
2022-10-31 22:36:59,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,88,PULSE,O,2012,★★,Dragoon_SWAP
2022-10-31 22:37:05,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,87,PULSE,O,3009,★,Jaguar
2022-10-31 22:37:12,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,87,PULSE,X,2006,★★,Manticore
2022-10-31 22:37:19,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,86,PULSE,O,3004,★,Jaeger
2022-10-31 22:37:26,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,85,PULSE,O,3002,★,Vespid
2022-10-31 22:37:35,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,84,PULSE,O,3008,★,Prowler
2022-10-31 22:37:43,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,83,SVAROG,O,2014,★★,Aegis_SWAP
2022-10-31 22:37:43,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,82,SVAROG,O,2004,★★,Nemeum
2022-10-31 22:37:43,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,81,SVAROG,O,3008,★,Prowler
2022-10-31 22:37:43,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,80,SVAROG,O,3005,★,Striker
2022-10-31 22:37:43,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,79,SVAROG,O,3005,★,Striker
2022-10-31 22:37:43,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,78,SVAROG,O,3006,★,Dinergate
2022-10-31 22:37:43,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,77,SVAROG,O,1004,★★★,Intruder
2022-10-31 22:37:43,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,76,SVAROG,O,3010,★,Goliath Factory
2022-10-31 22:37:43,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,75,SVAROG,O,3008,★,Prowler
2022-10-31 22:37:43,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,74,SVAROG,O,3007,★,Scout
2022-10-31 23:06:09,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,99,PULSE,O,3005,★,Striker
2022-10-31 23:06:15,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,98,PULSE,O,3008,★,Prowler
2022-10-31 23:06:21,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,97,PULSE,O,3005,★,Striker
2022-10-31 23:06:28,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,96,PULSE,O,3006,★,Dinergate
2022-10-31 23:06:34,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,96,PULSE,X,2012,★★,Dragoon_SWAP
2022-10-31 23:06:41,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,95,PULSE,O,3002,★,Vespid
2022-10-31 23:07:04,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,94,PULSE,O,3009,★,Jaguar
2022-10-31 23:07:11,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,93,PULSE,O,2012,★★,Dragoon_SWAP
2022-10-31 23:07:19,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,92,PULSE,O,3004,★,Jaeger
2022-10-31 23:07:26,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,91,PULSE,O,3007,★,Scout
2022-10-31 23:07:33,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,90,SVAROG,O,2005,★★,Tarantula
2022-10-31 23:07:33,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,89,SVAROG,O,2010,★★,Vespid_SWAP
2022-10-31 23:07:33,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,88,SVAROG,O,3010,★,Goliath Factory
2022-10-31 23:07:33,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,87,SVAROG,O,3008,★,Prowler
2022-10-31 23:07:33,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,86,SVAROG,O,3005,★,Striker
2022-10-31 23:07:33,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,85,SVAROG,O,3007,★,Scout
2022-10-31 23:07:33,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,84,SVAROG,O,3006,★,Dinergate
2022-10-31 23:07:33,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,83,SVAROG,O,2002,★★,Dragoon
2022-10-31 23:07:33,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,82,SVAROG,O,3007,★,Scout
2022-10-31 23:07:33,19,Hunter,Intruder,Destroyer,Architect,Ouroboros,Alchemist,81,SVAROG,O,1005,★★★,Destroyer
2022-11-04 16:42:59,27,Intruder - Sorceress of the End,100,PULSE,X,2017,★★,Zombie Bride
2022-11-27 13:00:19,20,,73,PULSE,O,3010,★,Goliath Factory
2022-11-27 13:00:28,20,,72,PULSE,O,3005,★,Striker
2022-11-27 13:00:39,20,,71,PULSE,O,3009,★,Jaguar
2022-11-27 13:00:47,20,,70,PULSE,O,3002,★,Vespid
2023-01-22 12:22:20,23,Alchemist,96,PULSE,O,3009,★,Jaguar
2023-01-22 12:22:41,23,Alchemist,95,PULSE,O,3004,★,Jaeger
2023-05-07 12:27:02,38,,97,SVAROG,O,3004,★,Jaeger
2023-05-07 12:27:02,38,,96,SVAROG,O,3010,★,Goliath Factory
2023-05-07 12:27:02,38,,95,SVAROG,O,2014,★★,Aegis_SWAP
2023-05-07 12:27:02,38,,94,SVAROG,O,3006,★,Dinergate
2023-05-07 12:27:02,38,,93,SVAROG,O,3009,★,Jaguar
2023-05-07 12:27:02,38,,92,SVAROG,O,3004,★,Jaeger
2023-05-07 12:27:02,38,,91,SVAROG,O,2012,★★,Dragoon_SWAP
2023-05-07 12:27:02,38,,90,SVAROG,O,3003,★,Guard
2023-05-07 12:27:02,38,,89,SVAROG,O,2008,★★,Guard_SWAP
2023-05-07 12:27:02,38,,88,SVAROG,O,3003,★,Guard
2023-07-08 11:42:04,31,Alina,77,PULSE,O,3007,★,Scout
2023-08-02 10:07:52,40,Alina - Mosasaur Rider,93,PULSE,O,2003,★★,Aegis
2023-08-05 11:20:43,40,Alina - Mosasaur Rider,91,PULSE,O,3002,★,Vespid
2023-08-19 12:08:13,40,Alina - Mosasaur Rider,51,PULSE,O,3009,★,Jaguar
2023-08-27 17:57:52,32,,94,PULSE,O,3004,★,Jaeger
2023-11-21 13:16:04,46,Executioner - Blood Fiend Huntress,79,PULSE,O,3001,★,Ripper
2023-11-22 10:15:22,46,Executioner - Blood Fiend Huntress,78,PULSE,O,3008,★,Prowler
2023-11-22 10:15:33,46,Executioner - Blood Fiend Huntress,77,PULSE,O,3006,★,Dinergate
