Area ID,Area Name,Battle Type,Echelon,Preset
1314,Ele.4,Day,1,MXwyMDA1NS05LTQtMzItOTk7MjAyMzMtOC0zMDUtNzItNDA7MjAxMTUtNy0xOTctNzItMTI7MjAwOTctMTQtMjI0LTcyLTU3OzIwMjI4LTEzLTIzNC03Mi0xMnww
1314,Ele.4,Day,2,MXwzNzgtOS0xMi0zMi0yMzQ7MjAwMTAtOC0yMjQtNzEtMzU1OzIwMTI3LTctMjM0LTcxLTg7NTYtMTQtNC00NTEtMzI7MjAwMTItMTMtMzA1LTcxLTM5fDA=
1314,Ele.4,Day,3,MXw5Ni05LTMwNS03MS0zOTsyMDA1Ny04LTQtMTA5LTMyOzIwMTA0LTctMjMzLTAtODszODItMTQtOC0xMTAtMjMzOzIwMDQ2LTEzLTIwLTEwNS05MHww
1314,Ele.4,Day,4,MXwyMDEwMy05LTIzMy0wLTY2OzE0My04LTIzMy0wLTY2OzE5OC03LTIwLTQ3MS05MDszNzctMTQtMjAtNC05MDsyMDI4Mi0xMy00NC03Ni0zMDh8MA==
1314,Ele.4,Day,5,MXwyNy05LTIzMy0wLTY2OzI5My04LTQtMzEtMzA5OzM4MC03LTIzMy0wLTY2OzMyMy0xNC00NC03Ni00OzM4Ny0xMy00NC03Ni00fDA=
1314,Ele.4,Day,6,MXwyNi05LTIzMy0wLTY2OzUwLTgtMTktMy04OTsyMDEyNS03LTE5LTEzMi02ODszNy0xNC0xOS02NS04OTs5NC0xMy0zMDktMC02NXww
1314,Ele.4,Day,7,MXwzNDUtOS0xOS0wLTY4OzM2LTgtMTktNjUtMzExOzExMi03LTIyNi0wLTY3OzU0LTE0LTMxLTIzMy0wOzE2Mi0xMy00My04MC0wfDA=
1314,Ele.4,Day,8,MXw2LTktMC0wLTA7NDA4LTgtMTYtMC0wOzM3Ni03LTAtMC0wOzE1NC0xNC00My04MC0wOzEyMi0xMy0wLTAtMHww
1314,Ele.4,Day,9,MXwxMDUtOS0wLTAtMDsyNzItOC0wLTAtMDs3NS03LTE5LTMtMDs0NC0xNC0wLTAtMDs4MS0xMy0xOS0zLTB8MA==
1314,Ele.4,Day,10,MXw1MS05LTAtMC0wOzI1Ny04LTAtMC0wOzEwMTctNy0wLTAtMDs1LTE0LTAtMC0wOzI1MC0xMy0wLTAtMHww
1314,Ele.4,Day,11,MXwxMDQ1LTktMC0wLTA7Mjk0LTgtMC0wLTA7MzAzLTctMC0wLTA7MTA0Mi0xNC0wLTAtMDs0MDAtMTMtMC0wLTB8MA==
1314,Ele.4,Day,12,MXwzNzUtOS0wLTAtMDs3LTgtMC0wLTA7Mzc5LTctMC0wLTA7NDE5LTE0LTAtMC0wOzE4My0xMy0wLTAtMHww
1314,Ele.4,Day,13,MXw0MjAtOS0wLTAtMDsyMC04LTAtMC0wOzQxMS03LTAtMC0wOzQxNy0xNC0wLTAtMDszOTMtMTMtMC0wLTB8MA==
1314,Ele.4,Day,14,MXwxMDYtOS0wLTAtMDszNjEtOC0wLTAtMDs2NS03LTAtMC0wOzIxNS0xNC0wLTAtMDsxOTYtMTMtMC0wLTB8MA==
1314,Ele.4,Day,15,MXwzMTMtOS0wLTAtMDsxMjktOC0wLTAtMDs0MjMtNy0wLTAtMDsxMDEtMTQtMC0wLTA7MjA2LTEzLTAtMC0wfDA=
1314,Ele.4,Day,16,MXwyMDUtOS0wLTAtMDsyMTQtOC0wLTAtMDsxMzAtNy0wLTAtMDs0MTItMTQtMC0wLTA7MTA0My0xMy0wLTAtMHww
1314,Ele.4,Day,17,MXwxNzEtOS0wLTAtMDs5NS04LTAtMC0wOzQwMi03LTAtMC0wOzM5OC0xNC0wLTAtMDszNTAtMTMtMC0wLTB8MA==
