Area ID,Area Name,Battle Type,Doll ID,Type,Name,Level,MOD,Link,Max HP,Crit.Rate,Crit.Damage,Armor Pen.,Damage,Accuracy,Evasion,Rate of Fire,Armor,Rounds,Recovery,Affection,Oathed,Skill1,Skill2,Equip1,Equip2,Equip3,Combat Effectiveness,Score Prediction (1-Fairy),Score Prediction (2-Fairy),Score Prediction (3-Fairy),Score Prediction (4-Fairy),Rank
914,Ele.4,Day,10,HG,PPK,1,0,1,29,20%,150%,15,9,7,12,42,0,0,8,50,0,1,0,-,-,-,132,21,26,30,34,1
914,Ele.4,Day,2,HG,M1911,2,0,1,37,20%,150%,15,12,8,11,39,0,0,10,100,0,1,0,-,-,-,145,19,23,27,31,2
914,Ele.4,Day,5,HG,M1895,2,0,1,35,20%,150%,15,13,8,13,30,0,0,10,100,0,1,0,-,-,-,142,19,23,27,31,3
914,Ele.4,Day,9,HG,P38,2,0,1,34,20%,150%,15,12,8,12,39,0,0,9,100,0,1,0,-,-,-,142,19,23,27,31,4
914,Ele.4,Day,90,HG,FF FNP9,1,0,1,30,20%,150%,15,11,7,11,42,0,0,8,50,0,1,0,-,-,-,134,18,22,25,29,5
914,Ele.4,Day,71,AR,Galil,1,0,1,53,20%,150%,15,17,5,5,43,0,0,4,50,0,1,0,-,-,-,151,13,15,18,21,6
918,Ele.8,Day,71,AR,Galil,1,0,1,53,20%,150%,15,17,5,5,43,0,0,4,50,0,1,0,-,-,-,151,20,24,29,33,1
918,Ele.8,Day,2,HG,M1911,2,0,1,37,20%,150%,15,12,8,11,39,0,0,10,100,0,1,0,-,-,-,145,19,23,27,31,2
918,Ele.8,Day,5,HG,M1895,2,0,1,35,20%,150%,15,13,8,13,30,0,0,10,100,0,1,0,-,-,-,142,19,23,27,31,3
918,Ele.8,Day,9,HG,P38,2,0,1,34,20%,150%,15,12,8,12,39,0,0,9,100,0,1,0,-,-,-,142,19,23,27,31,4
918,Ele.8,Day,90,HG,FF FNP9,1,0,1,30,20%,150%,15,11,7,11,42,0,0,8,50,0,1,0,-,-,-,134,18,22,25,29,5
