Area ID,Area Name,Battle Type,Echelon,Preset
1014,Ele.4,Day,1,MXwyMDA1NS05LTQtMzItOTk7MTgzLTgtMjI0LTIwLTM1NzsyMDExNC03LTMwNS03Mi0yMTM7MjAxMjItMTQtNC0zMi0xOTA7MjAyOTMtMTMtNC0zMi0yNzV8MA==
1014,Ele.4,Day,2,MXwyMDA2NS05LTEwNi0zNTYtMTU5OzIwMjA1LTgtMjc0LTMyLTIzNDsyMDIyMS03LTIyNC0xNzYtNTg7MjAwMDgtMTQtMTgwLTIzOC0zNTE7MjAwOTctMTMtMTc5LTcyLTU4fDA=
1014,Ele.4,Day,3,MXwyMDA1Ny05LTEwMC0zMzgtNjA7MjAyMjgtOC00MC0zMzUtMTY4OzIwMDY2LTctODMtMzItMjk5OzIwMDU2LTE0LTQtMTI2LTMyOzIwMDEwLTEzLTE1NS03Mi0zNTV8MA==
1014,Ele.4,Day,4,MXwyMDAwNy05LTIyNC03Mi0xNzE7MzQ3LTgtMjM0LTIwLTEyOzIwMjEyLTctMjI0LTcyLTMzNDsyMDAxMi0xNC0xNjctNzItNDA7MjAyMTYtMTMtMjczLTMyLTIzNHww
1014,Ele.4,Day,5,MXwyMTMtOS0yMzQtMjAtMTI7MTQtOC0yMjQtMTk1LTQwOzIwMTcxLTctMjYxLTMyLTIzNDsxMS0xNC0yOTEtNzItNTg7MjAyMjAtMTMtMjI0LTcyLTU4fDA=
1014,Ele.4,Day,6,MXwyMDExNS05LTE5Ny0yODYtNjY7MzMwLTgtOC0zMi0yMzQ7MjAwMDEtNy0xMjItNzItNDA7MTM1LTE0LTIzNC03Mi0yNDk7MTA0My0xMy00LTMyLTM4OHww
1014,Ele.4,Day,7,MXwyMDAxMy05LTIyNC03Mi01ODs1NC04LTMyLTQ0LTkxOzEwNDItNy0yMjQtNzItMzg3OzIwMTAxLTE0LTkyLTM1OS0xNTY7MjQyLTEzLTI3OC03Mi01OHww
1014,Ele.4,Day,8,MXwyMDAyNi05LTYyLTM0OC0xNTc7MjAwNjAtOC04LTEzNS0yMzQ7MjAxMDMtNy05Mi0zNTgtMTI1OzEzOC0xNC0xMi0yMC0yMzQ7MTQyLTEzLTMzMi03Mi01OHww
1014,Ele.4,Day,9,MXwyMzMtOS0yNjYtNzItNTg7MjAxMDQtOC0yNjAtNzItMTI7NjItNy00LTMyLTEyNzsxNjYtMTQtMjcwLTcyLTU4OzI5NC0xMy0zMDUtNzItNDB8MA==
1014,Ele.4,Day,10,MXwyMDA2NC05LTgtMzItMjM0Ozk2LTgtMjI0LTcyLTIzNzsxMjYtNy0xOTgtNzItNTg7MjA2LTE0LTgtMzItMjM0OzQtMTMtMjI0LTI3MS01OHww
