Area ID,Area Name,Battle Type,Echelon,Preset
1314,Ele.4,Day,1,MXwyMDIwNi05LTQtMzItNDEyOzIwMDU1LTgtNC0zMi05OTsyMDExNC03LTQwNi03Mi0yMTM7MjAxOTYtMTQtNC0zMi00MjQ7MjcyLTEzLTIyNC00MzYtNTh8MA==
1314,Ele.4,Day,2,MXwxODMtOS0yMjQtMjAtMzU3OzIwMTIyLTgtNC0zMi0xOTA7MjAyMzMtNy0yNjYtNzItMzgxOzIwMjkzLTE0LTQtMzItMjc1OzIwMDk3LTEzLTE3OS03Mi0zODR8MA==
1314,Ele.4,Day,3,MXwyMDA2NS05LTEwNi0zNTYtMTU5OzIwMjA1LTgtMjc0LTMyLTIzNDsyMDMxMC03LTIyNC03Mi00MDQ7MjAwNTYtMTQtMTI2LTQ1MS0zMjsyMDIyMS0xMy0yMjQtMTc2LTU4fDA=
1314,Ele.4,Day,4,MXwyMDAwOC05LTE4MC0yMzgtMzUxOzIwMjg4LTgtNC0zMi00MzE7MjAwNjYtNy04My0zNjgtMjk5OzIwMDU3LTE0LTEwMC0zMzgtNjA7MjAyMTItMTMtNDU5LTcyLTMzNHww
1314,Ele.4,Day,5,MXwyMDIyOC05LTQwLTMzNS0xNjg7MjAwMTItOC0xNjctNzItMzUzOzEzOC03LTEyLTM2MS0yMzQ7NzMtMTQtMjk1LTMyLTQ2MjsyMDAwMS0xMy0xMjItNDIzLTQwfDA=
1314,Ele.4,Day,6,MXwyMDAxMC05LTE1NS03Mi0zNTU7MjAwMDctOC0yMjQtNzItMTcxOzM0Ny03LTIzNC0yMC0xMjsyMDA2NC0xNC0xMzAtMzItMzkwOzIwMTI3LTEzLTM5Ni0xODItMTJ8MA==
1314,Ele.4,Day,7,MXwyMDI2Mi05LTQtMzItMzgzOzIwMjE2LTgtMjczLTMyLTIzNDsyMDA2MC03LTQtMTM1LTM2MDsyMTMtMTQtMjM0LTIwLTEyOzIwMTcxLTEzLTI2MS0zMi0yMzR8MA==
1314,Ele.4,Day,8,MXwyMDAxMy05LTIyNC03Mi00NDA7MjAyMjAtOC0yMjQtNzItNTg7MjAxMTUtNy0xOTctMjg2LTY2OzI2MC0xNC0yMjQtNzItMzIwOzI5NC0xMy0zMDUtNzItNDEzfDA=
1314,Ele.4,Day,9,MXwyMTUtOS0xNzUtMzItNDQyOzEwNDMtOC00LTMyLTM4ODs2Mi03LTQtNDE5LTEyNzs1NC0xNC0zMi00NC05MTsxMDQyLTEzLTIyNC03Mi0zODd8MA==
1314,Ele.4,Day,10,MXwyNTAtOS0yMjQtNzItNDE3OzIwMDA1LTgtMTEzLTcyLTQxNTsyMDEwMS03LTkyLTM1OS0xNTY7MTA0NS0xNC0yMjQtNzItNDI5OzI0Mi0xMy0yNzgtNzItNTh8MA==
