Area ID,Area Name,Battle Type,Doll ID,Type,Name,Level,MOD,Link,Max HP,Crit.Rate,Crit.Damage,Armor Pen.,Damage,Accuracy,Evasion,Rate of Fire,Armor,Rounds,Recovery,Affection,Oathed,Skill1,Skill2,Equip1,Equip2,Equip3,Combat Effectiveness,Score Prediction (1-Fairy),Score Prediction (2-Fairy),Score Prediction (3-Fairy),Score Prediction (4-Fairy),Rank
914,Ele.4,Day,2,HG,M1911,1,0,1,37,20%,150%,15,10,6,9,38,0,0,10,50,0,1,0,-,-,-,137,18,22,26,30,1
914,Ele.4,Day,5,HG,M1895,1,0,1,35,20%,150%,15,11,6,11,29,0,0,9,50,0,1,0,-,-,-,134,18,22,25,29,2
914,Ele.4,Day,9,HG,P38,1,0,1,33,20%,150%,15,10,6,10,38,0,0,9,50,0,1,0,-,-,-,132,18,21,25,29,3
918,Ele.8,Day,2,HG,M1911,1,0,1,37,20%,150%,15,10,6,9,38,0,0,10,50,0,1,0,-,-,-,137,18,22,26,30,1
918,Ele.8,Day,5,HG,M1895,1,0,1,35,20%,150%,15,11,6,11,29,0,0,9,50,0,1,0,-,-,-,134,18,22,25,29,2
918,Ele.8,Day,9,HG,P38,1,0,1,33,20%,150%,15,10,6,10,38,0,0,9,50,0,1,0,-,-,-,132,18,21,25,29,3
924,Int.4,Day,2,HG,M1911,1,0,1,37,20%,150%,15,10,6,9,38,0,0,10,50,0,1,0,-,-,-,137,18,22,26,30,1
924,Int.4,Day,5,HG,M1895,1,0,1,35,20%,150%,15,11,6,11,29,0,0,9,50,0,1,0,-,-,-,134,18,22,25,29,2
924,Int.4,Day,9,HG,P38,1,0,1,33,20%,150%,15,10,6,10,38,0,0,9,50,0,1,0,-,-,-,132,18,21,25,29,3
928,Int.8,Day,2,HG,M1911,1,0,1,37,20%,150%,15,10,6,9,38,0,0,10,50,0,1,0,-,-,-,137,27,32,38,43,1
928,Int.8,Day,5,HG,M1895,1,0,1,35,20%,150%,15,11,6,11,29,0,0,9,50,0,1,0,-,-,-,134,26,32,37,42,2
928,Int.8,Day,9,HG,P38,1,0,1,33,20%,150%,15,10,6,10,38,0,0,9,50,0,1,0,-,-,-,132,26,31,36,42,3
933,Adv.3,Day,2,HG,M1911,1,0,1,37,20%,150%,15,10,6,9,38,0,0,10,50,0,1,0,-,-,-,137,27,32,38,43,1
933,Adv.3,Day,5,HG,M1895,1,0,1,35,20%,150%,15,11,6,11,29,0,0,9,50,0,1,0,-,-,-,134,26,32,37,42,2
933,Adv.3,Day,9,HG,P38,1,0,1,33,20%,150%,15,10,6,10,38,0,0,9,50,0,1,0,-,-,-,132,26,31,36,42,3
936,Adv.6,Night,2,HG,M1911,1,0,1,37,20%,150%,15,10,6,9,38,0,0,10,50,0,1,0,-,-,-,127,22,26,31,35,1
936,Adv.6,Night,5,HG,M1895,1,0,1,35,20%,150%,15,11,6,11,29,0,0,9,50,0,1,0,-,-,-,126,22,26,30,35,2
936,Adv.6,Night,9,HG,P38,1,0,1,33,20%,150%,15,10,6,10,38,0,0,9,50,0,1,0,-,-,-,122,21,25,29,34,3
938,Adv.8,Day,2,HG,M1911,1,0,1,37,20%,150%,15,10,6,9,38,0,0,10,50,0,1,0,-,-,-,137,23,28,33,38,1
938,Adv.8,Day,5,HG,M1895,1,0,1,35,20%,150%,15,11,6,11,29,0,0,9,50,0,1,0,-,-,-,134,23,28,32,37,2
938,Adv.8,Day,9,HG,P38,1,0,1,33,20%,150%,15,10,6,10,38,0,0,9,50,0,1,0,-,-,-,132,23,27,32,36,3
943,Core3,Day,2,HG,M1911,1,0,1,37,20%,150%,15,10,6,9,38,0,0,10,50,0,1,0,-,-,-,137,11,14,16,19,1
943,Core3,Day,5,HG,M1895,1,0,1,35,20%,150%,15,11,6,11,29,0,0,9,50,0,1,0,-,-,-,134,11,14,16,18,2
943,Core3,Day,9,HG,P38,1,0,1,33,20%,150%,15,10,6,10,38,0,0,9,50,0,1,0,-,-,-,132,11,13,16,18,3
946,Core6,Day,2,HG,M1911,1,0,1,37,20%,150%,15,10,6,9,38,0,0,10,50,0,1,0,-,-,-,137,11,14,16,19,1
946,Core6,Day,5,HG,M1895,1,0,1,35,20%,150%,15,11,6,11,29,0,0,9,50,0,1,0,-,-,-,134,11,14,16,18,2
946,Core6,Day,9,HG,P38,1,0,1,33,20%,150%,15,10,6,10,38,0,0,9,50,0,1,0,-,-,-,132,11,13,16,18,3
948,Core8,Night,2,HG,M1911,1,0,1,37,20%,150%,15,10,6,9,38,0,0,10,50,0,1,0,-,-,-,127,33,40,46,53,1
948,Core8,Night,5,HG,M1895,1,0,1,35,20%,150%,15,11,6,11,29,0,0,9,50,0,1,0,-,-,-,126,33,39,46,52,2
948,Core8,Night,9,HG,P38,1,0,1,33,20%,150%,15,10,6,10,38,0,0,9,50,0,1,0,-,-,-,122,32,38,44,51,3
