Area ID,Area Name,Battle Type,Doll ID,Type,Name,Level,MOD,Link,Max HP,Crit.Rate,Crit.Damage,Armor Pen.,Damage,Accuracy,Evasion,Rate of Fire,Armor,Rounds,Recovery,Affection,Oathed,Skill1,Skill2,Equip1,Equip2,Equip3,Combat Effectiveness,Score Prediction (1-Fairy),Score Prediction (2-Fairy),Score Prediction (3-Fairy),Score Prediction (4-Fairy),Rank
1314,Ele.4,Day,20206,AR,AK-12 Mod,120,3,5,565,88%,185%,15,113,79,66,75,0,0,9,200,1,10,10,Optical (Acc) (5-Star),HV (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),8517,745,894,1043,1192,1
1314,Ele.4,Day,20055,AR,M4A1 Mod,120,3,5,565,68%,150%,15,98,58,58,100,15,0,9,200,1,10,10,Optical (Acc) (5-Star),HV (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),8334,729,875,1020,1166,2
1314,Ele.4,Day,20114,HG,Welrod MkⅡ Mod,120,3,5,410,40%,150%,8,51,87,148,52,5,0,20,200,1,10,10,Sp. Eq (Exclusive) (5-Star),HP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),5294,727,873,1019,1164,3
1314,Ele.4,Day,20196,AR,Zas M21 Mod,120,3,5,620,88%,180%,15,118,65,52,75,0,0,10,200,1,10,10,Optical (Acc) (5-Star),HV (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),8249,721,866,1010,1154,4
1314,Ele.4,Day,20006,HG,gun-10020006 Mod,120,3,5,460,20%,150%,8,47,57,120,55,10,0,26,200,1,10,10,SF Taclight (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),Sp. Eq (Exclusive) (5-Star),5211,716,859,1003,1146,5
1314,Ele.4,Day,272,HG,Desert Eagle,100,0,5,365,85%,150%,15,68,83,93,55,0,0,19,150,1,10,0,RMR (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),X Exo (Body) (5-Star),4336,715,858,1001,1144,6
1314,Ele.4,Day,183,HG,Contender,100,0,5,330,70%,150%,195,51,114,127,44,0,0,16,150,1,10,0,RMR (Acc) (5-Star),AP (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),5147,707,849,990,1132,7
1314,Ele.4,Day,20012,HG,C96 Mod,120,3,5,425,45%,150%,50,52,60,138,67,0,0,24,200,1,10,10,Sp. Eq (Exclusive) (5-Star),Sp. Eq (Exclusive) (5-Star),Sp. Eq (Exclusive) (5-Star),5104,701,842,982,1122,8
1314,Ele.4,Day,20206,AR,AK-12 Mod,120,3,5,565,88%,185%,15,107,72,60,75,0,0,9,100,0,10,10,Optical (Acc) (5-Star),HV (Ammo) (5-Star),Sp. Eq (Exclusive) (5-Star),8000,700,840,980,1120,9
1314,Ele.4,Day,272,HG,Desert Eagle,100,0,5,365,85%,150%,15,66,80,90,55,0,0,19,100,0,10,0,RMR (Acc) (5-Star),Sp. Eq (Exclusive) (5-Star),X Exo (Body) (5-Star),4225,697,836,975,1115,10
