Area ID,Area Name,Battle Type,Echelon,Preset
1214,Ele.4,Day,1,MXwyLTktMC0wLTA7NS04LTAtMC0wOzktNy0wLTAtMHww
1218,Ele.8,Day,1,MXwyLTktMC0wLTA7NS04LTAtMC0wOzktNy0wLTAtMHww
1224,Int.4,Day,1,MXwyLTktMC0wLTA7NS04LTAtMC0wOzktNy0wLTAtMHww
1228,Int.8,Day,1,MXwyLTktMC0wLTA7NS04LTAtMC0wOzktNy0wLTAtMHww
1233,Adv.3,Day,1,MXwyLTktMC0wLTA7NS04LTAtMC0wOzktNy0wLTAtMHww
1236,Adv.6,Night,1,MXwyLTktMC0wLTA7NS04LTAtMC0wOzktNy0wLTAtMHww
1238,Adv.8,Day,1,MXwyLTktMC0wLTA7NS04LTAtMC0wOzktNy0wLTAtMHww
1243,Core3,Day,1,MXwyLTktMC0wLTA7NS04LTAtMC0wOzktNy0wLTAtMHww
1246,Core6,Day,1,MXwyLTktMC0wLTA7NS04LTAtMC0wOzktNy0wLTAtMHww
1248,Core8,Day,1,MXwyLTktMC0wLTA7NS04LTAtMC0wOzktNy0wLTAtMHww
