Area ID,Area Name,Battle Type,Echelon,Preset
1314,Ele.4,Day,1,MXw5LTktMC0wLTA7Mi04LTAtMC0wOzUtNy0wLTAtMHww
1318,Ele.8,Day,1,MXwyLTktMC0wLTA7NS04LTAtMC0wOzktNy0wLTAtMHww
1324,Int.4,Day,1,MXwyLTktMC0wLTA7NS04LTAtMC0wOzktNy0wLTAtMHww
1328,Int.8,Day,1,MXwyLTktMC0wLTA7NS04LTAtMC0wOzktNy0wLTAtMHww
1333,Adv.3,Day,1,MXwyLTktMC0wLTA7NS04LTAtMC0wOzktNy0wLTAtMHww
1336,Adv.6,Night,1,MXwyLTktMC0wLTA7NS04LTAtMC0wOzktNy0wLTAtMHww
1338,Adv.8,Day,1,MXwyLTktMC0wLTA7NS04LTAtMC0wOzktNy0wLTAtMHww
1343,Core3,Day,1,MXwyLTktMC0wLTA7NS04LTAtMC0wOzktNy0wLTAtMHww
1346,Core6,Day,1,MXwyLTktMC0wLTA7NS04LTAtMC0wOzktNy0wLTAtMHww
1348,Core8,Day,1,MXwyLTktMC0wLTA7NS04LTAtMC0wOzktNy0wLTAtMHww
